Diffusion_name,Territoire,Type,Type d'intervenant.e,Permanents,Bénévoles,Nb de pros,Contact(s) lié(s),Nb de bénéficiaires,Date,Compte-rendu,Prochaines étapes,Retour ?,Fiches,Organisme (from Fiches),Photos,Personne à informer de ce CR
Réunion de sensiblisation avec l'IPC Argenteuil,95,Réunion de service,Salarié.e,Alice De Ronne,,2.0,,0.0,13/10/2020,"IPC Argenteuil - Centre d'investigation préventive et clinique

Dans un premier temps, j'ai présenté l'association Solinum et le Soliguide pendant 15 minutes. 

Je leurs ai demandé des retours sur leurs problématiques auprès du public et de la structure :
- La difficulté du public rencontré et que -bien trop souvent- il renonce aux soins par manque de moyens, d'informations ou de mobilité sur le territoire. 
- Le Val d'Oise est un désert médical et plus aucun médecin n'accepte de prendre un.e patient.e en médecin traitant. 
- Le public a généralement des difficultés à utiliser le compte AMELI pour l'accès aux soins.
- Le public a des difficultés à accéder aux droits pourtant accessibles pour lui, par manque d'informations, de moyens ou de mobilité.
- les professionnel.les de la structure rencontrent des problèmes de traduction et aimerait avoir la possibilité d'être en lien direct avec une association qui pourrait intervenir en cas de besoin de traduction.

Aujourd'hui, IPC ne peut plus accueillir les personnes de plus de 65 ans à cause du contexte sanitaire et du risque trop élevé pour ce public. Il n'y a donc plus aucune solutions d'accès aux soins à disposition des personnes de plus de 65 ans en situation de grande précarité.
___________
Les actions de l'IPC : 
Conditions d'accueil de l'IPC : Public divers à partir de 16 ans, numéro de sécurité sociale obligatoire, résident du Val d'Oise.

Le public doit prendre un rendez-vous depuis la plateforme téléphonique (01.53.67.35.35) ou depuis www.ipc.asso.fr. Il doit ensuite remplir un questionnaire à amener lors du rendez-vous avec sa carte vitale et sa carte d'identité.

PREMIER ENTRETIEN (de 45min à 1h15, uniquement le vendredi) : La personne rencontre le travailleur social pour faire un point sur la situation et enregistrer son dossier. Ensuite elle va rencontrer l'infirmière pour faire une prise de sang et une analyse d'urine. Elle rencontre un médecin pour voir si il y a des examens complémentaires à faire pui rencontre le dentiste pour répondre à des questions (pas d'examen physique à cause du COVID).

DEUXIEME ENTRETIEN (1H environ, rdv pris un autre jour de la semaine) : Constitution du dossier médical de la personne en fonction des besoins, examen complémentaire suite aux résultats des analyses (ATTENTION L'IPC est un centre de dépistage et de prévention mais ne prodigue pas de soins direct aux personnes). Puis rendez-vous avec le médecin pour avoir un retour sur le dossier médical suite à l'examen complet.

Ces examens sont renouvelé tout les 13 mois (contrairement à 5 ans pour tout autre personne inscrite à la sécurité sociale).
______________
L'IPC participe au comité d'accompagnement à la santé (PFIDAS - CPAM) en tant que membre pour donner leurs retours concernant la plateforme d'accès aux dossiers de santé. Le Val d'Oise est en avance sur ce sujet car c'est un territoire test, la plateforme est donc géniale et parfaite pour les professionnel.le.s utilisateurs.
_____________
Laurène GRAVA ne travaillera plus à l'IPC à partir de lundi 19 oct., elle me donne donc le contact de la personne qui prendra la relais de partenariat entre Solinum et l'IPC. Nous avons convenu que nous organiserons une rencontre avec l'équipe prochainement et qu'elle regardera la fiche pour voir si les informations sont complètes.","Laurène GRAVA va me mettre en contact avec les personnes pour convenir d'un rendez-vous, une sensibilisation, en interne avec toute l'équipe.
Elle va également me communiquer tous les contacts qu'elle possède concernant les autres structures de l'action sociale dans le Val d'Oise (par exemple : CAARUD - Centre Maternel la Gigogne - ADOMA - AIF - etc...)",Retour positif,Centre IPC (Site  d'Argenteuil),"""Centre IPC - Bilan de Santé (départements : 75 - 78 - 95 - 91)
""",,
Communication Borne Pain de l'Amitié,33,Rencontre structure,"Salarié.e,Service civique","Juliette Lautrain,Jimmy Bondu,Ilse Vos",,3.0,,2.0,14/10/2020,"L'objectif était de tester la borne et de prendre des photos pour pouvoir communiquer dessus. Le clavier numérique n'avait pas était activé, nous avons donc du appeler le prestataire pour qu'il l'active à distance. Jean Bullet, le directeur nous a demander si on pouvait préparer un écran de veille avec le logo de Solinum, du Pain de l'Amitié et de la mairie de Bordeaux. ","- Informer le directeur que l'interface n'est pas la bonne
- Demander au prestataire de mettre la bonne interface
- Envoyer au prestataire une image pour l'écran de veille 
- Retourner le 23/10 au Pain de l'Amitié avec Victoria pour coller un autocollant sur la borne, vérifier l'interface et prendre de nouvelles photos",,Le Pain de l'Amitié,Le Pain de l'Amitié,,
Réunion CLARTÉ,33,Réunion de coordination,Salarié.e,Juliette Lautrain,,9.0,,,15/10/2020,"Personnes présentes :

- Michel - Ancien directeur du CAIO
- Joël Begueret - Vis président du Pain de l'Amitié
- ATD Quart Monde
- Idiarte Garay : Directeur de la banque alimentaire Gironde
- Sentex : Responsable mission au CASO 
- Marie de Maistre : Animatrice de l'Accueil de jour du Secours cath
- Mathilde et Olivier : La Cloche
- Quelqu'un de l'observatoire de la pauvreté ? 
- Marie Hélène Asso

Plus gros sujet de la réunion : accès à l'information. Très pertinent que Soliguide soit présent. 

Travail à venir de plaidoyer sur les douches à Bordeaux. Le collectif Clarté se présente à la mairie. Ils veulent essayer de remettre en place les bains douches. Tout le monde attend avec impatience les cartes. 

Le directeur de la banque alimentaire veut une borne Soliguide.",- Envoyer les données sur le nombre de structures avec des douches à bordeaux en mettant en valeur celles qui exercent un accueil inconditionnel pour permettre d'appuyer le plaidoyer.,,"Association la Cloche,Secours Catholique Halte de jour,CASO de Bordeaux","La Cloche,Secours Catholique Caritas France Gironde,Médecins du Monde Bordeaux",,
Sensi/visite Caritas Alsace (Secours Catholique),67,Rencontre structure,Salarié.e,Aimeric Prod'homme,,2.0,,,15/10/2020,"Rendez-vous à la Permanence de l'Arc-en-ciel Caritas Alsace (Secours Catholique) avec Vanessa Velty et son nouveau collègue Sébastien.
Mise à jour de la fiche, validation, sensibilisation et dépôt d'affiches, flyers, Solituto.","En début 2021 ou au printemps 2021, on doit reprendre rendez-vous pour sensibiliser le maximum de bénévoles. ",,Permanence de l'Arc-en-Ciel,Caritas Alsace,,
Présentation bénéficiaires - Maison des Femmes,75,Rencontre structure,Service civique,Jeanne Ovart,,3.0,,15.0,16/10/2020,"Suite à une sollicitation de la responsable de la Maison des femmes, nous avons animé un atelier auprès des femmes bénéficiaires sur l'utilisation du Soliguide. Chaque vendredi après midi, ils invitent des intervenants associatifs extérieurs pour animer un temps de partage. Nous avons donc présenté l'outil et répondu aux questions. Cela a duré 1h avec le temps des questions. Elles ont toutes téléchargé l'application et l'ont testé. Elles semblaient intéressées.
",,,La  maison des Femmes de Paris,La maison des Femmes de Paris,,
Réunion Cart'ONG,33,Réunion de coordination,Salarié.e,Juliette Lautrain,,3.0,,,19/10/2020,Les bénévoles de Cart'ONG avancent lentement... ,"- Rajouter les maraudes sur la carte
- Corriger quelques erreurs sur les points
- Mettre en forme la légende",,,,,
Visite du CAARUD - MCATMS à Vitry-sur-Seine,94,Rencontre structure,Stagiaire,,,3.0,,1.0,19/10/2020,"Présentation du CAARUD, de ses missions et visite des locaux. On a discuté avec Marie une éducatrice spécialisée, et une dame qui est en charge de l'accueil social. D'après elles, le Soliguide a beaucoup servi pendant le confinement pour pouvoir orienter leurs usagers. Des flyers et affiches étaient déjà présents parce que nous les avions rencontrées lors d'une distribution alimentaire. Le Soliguide est en favori dans les ordinateurs de l'association. ",On a été invitées à l'inauguration des nouveaux locaux (dans un an environ). ,Retour positif,CAARUD - MCATMS,Maison Commune des Addictions des Troubles Mentaux et de la Santé 94 Ouest,,
Réunion avec la Croix Rouge 95,95,Rendez-vous,Salarié.e,Alice De Ronne,,2.0,,0.0,19/10/2020,"Rendez-vous de 30 minutes pour présenter le Soliguide et définir ensemble comment intervenir auprès de la Croix Rouge 95.

Nous avons définis ensemble qu'une personne connaissant bien les informations d'un ou plusieurs lieux/services de la Croix Rouge réponde à mes questions par téléphone, puis un compte d'accès sera attribué pour que les informations soient modifiées facilement si besoin.

Une fois que les structures du Val d'Oise seront à jour sur le Soliguide, je pourrais intervenir auprès des équipes et des bénéficiaires de la Croix Rouge Maraudes et Unités Locales afin que cet outil puisse être utilisé facilement.",Carole et Chantal vont me mettre en relation avec les référents bénévoles et salariés des structures pour continuer un partenariat avec la Croix Rouge 95.,Retour positif,,,,
Sensi Contact et Promotion,67,Rencontre structure,Salarié.e,Aimeric Prod'homme,,2.0,,,20/10/2020,"Rendez-vous avec Akram THOMAS, responsable FLE pour la sensibiliser. Il y avait également un enseignant FLE. 
Des flyers et affiches ont également été laissées.
Cette fiche est particulière car la majorité des activité de cette association ne se déroulent pas dans leurs propre murs mais dans des écoles, des CSC, etc. Donc nous avons du faire un travail pour ajuster la fiche et la valider. Cette dernière a donc un ""format"" assez spécial.",,Retour positif,Contact et Promotion,Contact et Promotion,,
Collaboration Banque Alimentaire ,33,Réunion de coordination,Salarié.e,Juliette Lautrain,,3.0,,,22/10/2020,Visite de la BABG et déjeuné avec le directeur et le chargé des relations partenariale. Le directeur souhaitait mettre une borne Soliguide pour qu'elle puisse servir aux associations lorsqu'elle viennent chercher leurs repas. Je l'ai dissuadé de cette idée car la borne ne sera probablement pas utilisé donc autant mettre une affiche. Le directeur était très enthousiaste et souhaite nous aider en communiquant sur le projet et en échangeant des informations sur les services alimentaire en Gironde.,"- Envoyer au directeur la liste des structures qui proposent des services alimentaire en Gironde hors bordeaux métropole.
- Repasser pour donner flyers et affiches
- Le directeur doit nous envoyer son annuaire des associations",Retour positif,,,,
RDV ARGOS (ITHAQUE) avec Anouck Gilliard pour carte,67,Rendez-vous,Salarié.e,Aimeric Prod'homme,,2.0,,,29/10/2020,"Rendez-vous avec deux infirmiers d'ITHAQUE. Ils ont demandé qu'on se rencontre car ils souhaiteraient qu'on leur produise une carte en grand format (A3 par ex.) regroupant les lieux alimentaire du centre ville en accueil inconditionnel, les points d'eau, toilettes. 
L'idée serait d'afficher cette grande carte dans le Hall afin d'orienter les bénéficiaire grâce à elle. 
L'idéal serait de pouvoir mettre des repaires spatiaux sur la carte (ex. monuments historique)

","Faire carte :
Alimentaire distribution + restauration assise (consommable de suite, non genré, accueil inconditionnel)
Point d’eau
Toilettes
Axer la carte sur le centre-ville. 
L'idéal serait de pouvoir mettre des repaires spatiaux sur la carte (ex. monuments historique)",Retour positif,ARGOS - Salle de consommation à moindre risque (SCMR),Association ITHAQUE,,
Réunion de coordination hebdomadaire de la veille social Strasbourg,67,Réunion de coordination,Salarié.e,Aimeric Prod'homme,,20.0,,,30/10/2020,"Réunions hebdomadaires organisées par la Ville de Strasbourg et en particulier par Floriane VARIERAS (élue à la Solidarité/Affaires sociales), Michael HUYGHE (Directeur adjoint Solidarités Santé Jeunesse) et Daphné BURCKARD (Secrétaire générale du CCAS) durant tout le Confinement n°2. Tous les acteurs associatifs étaient invités à ces réunions pour donner leurs infos de fonctionnement, exprimer leurs besoins, coordonner leurs actions, etc.

Nous y avions une place importante en apportant chaque semaine de nouvelle informations quant à l'avancement de la mise à jour confinement, la diffusion des exports, etc.",,Retour positif,,,,
Réunion coordination aide alimentaire,33,Réunion de coordination,Salarié.e,Juliette Lautrain,,45.0,,,2/11/2020,"Élue présents :
- Maxime Guesquière : accès à l'eau
- Armonie Lecerf : accès au droit - solidarité
- Servane Crutiere : Délégué à la lutte contre les précarités

Pierre Barbe de la Croix Rouge confirme que l'accueil Cours Le Rouzic poursuit les distribs alimentaire + l'espace bébé parent mais met fin au vestiaire.

Graine de Solidarité : ils lancent une maraude le vendredi (en plus du lundi et mercredi). Ils lancent également l'opération couscous (tous les samedis à 18h aux capucins)

Mathieu Planat de la SSVP : Maraude le jeudi au parking Victor Hugo; Capucins et à la Gare

Tanguy Baron : Bientôt des distributions alimentaires effectuées par Darwin et Bienvenue dans les squats et campements

La SSVP de Caudéran : Distribution alimentaire sous forme de colis tous les mardi de 13h30 à 16h30 au 4 rue Laporte.

Le pôle ravezies des Restos du Coeur recense des dons de vêtements grand froid et les distribuent.

BON À SAVOIR :

- Maximum de 6 maraudeurs par maraude
- Nuit de la solidarité du 21 au 22 janvier : le but étant de recenser le nombre de sans abri à Bordeaux
- Bientôt un local sera mis en place par la mairie pour stocker à la fois les dons des habitants de Bordeaux et permettre aux maraudes de stocker les denrées et les récupérer avant leurs circuits. 
- Harmonie Lecerf informe que la préfecture va ouvrir 218 places d'hébergement. Le 115 n'était pas au courant....
- Aujourd'hui à peu près 215 appel / jour au 115 pour seulement 30 places d'hébergement de plus dans les jours à venir
- La ville de Bordeaux elle a mis quelque place à disposition dans une auberge de jeunesse mais seulement pour les cas contact
- Point d'attention de Bernie de Bienvenue sur le nombre de femme isolé à la rue. Apparement la préfecture doit aussi s'en occuper. 
- Anne-Marie Lebrun du CCAS informe que des chèques alimentaire de 3€50 seront remis à disposition des associations pour distribution

",SUIVRE TOUTES CES INFOS DE PRÈS,,Restaurant Bethanie de l'Armée du Salut - Nice,Armée du Salut (06),,
